"Activity Id","Day","Hour","Students Sets","Subject","Teachers","Activity Tags","Room","Comments"
"2","Monday","13:00","TE01-2","E5051-EE102-3-FISIKA DASAR II","BMY+AGF","","405.1.04.133 - RUANG PTOIR",""
"2","Monday","13:50","TE01-2","E5051-EE102-3-FISIKA DASAR II","BMY+AGF","","405.1.04.133 - RUANG PTOIR",""
"2","Monday","14:40","TE01-2","E5051-EE102-3-FISIKA DASAR II","BMY+AGF","","405.1.04.133 - RUANG PTOIR",""
"3","Tuesday","13:00","TE02-2","E5051-EE102-3-FISIKA DASAR II","AIP","","405.1.04.124 - RUANG PTE",""
"3","Tuesday","13:50","TE02-2","E5051-EE102-3-FISIKA DASAR II","AIP","","405.1.04.124 - RUANG PTE",""
"3","Tuesday","14:40","TE02-2","E5051-EE102-3-FISIKA DASAR II","AIP","","405.1.04.124 - RUANG PTE",""
"4","Thursday","09:30","TE01-2","E5051-EE104-3-MATEMATIKA TEKNIK I","WWP+STA","","405.1.04.132 - RUANG TE",""
"4","Thursday","10:20","TE01-2","E5051-EE104-3-MATEMATIKA TEKNIK I","WWP+STA","","405.1.04.132 - RUANG TE",""
"4","Thursday","11:10","TE01-2","E5051-EE104-3-MATEMATIKA TEKNIK I","WWP+STA","","405.1.04.132 - RUANG TE",""
"5","Wednesday","13:00","TE02-2","E5051-EE104-3-MATEMATIKA TEKNIK I","AIP+STA","","405.1.04.132 - RUANG TE",""
"5","Wednesday","13:50","TE02-2","E5051-EE104-3-MATEMATIKA TEKNIK I","AIP+STA","","405.1.04.132 - RUANG TE",""
"5","Wednesday","14:40","TE02-2","E5051-EE104-3-MATEMATIKA TEKNIK I","AIP+STA","","405.1.04.132 - RUANG TE",""
"6","Monday","07:00","TE01-2","E5051-EE106-3-RANGKAIAN LISTRIK I","INK","","405.1.04.133 - RUANG PTOIR",""
"6","Monday","07:50","TE01-2","E5051-EE106-3-RANGKAIAN LISTRIK I","INK","","405.1.04.133 - RUANG PTOIR",""
"6","Monday","08:40","TE01-2","E5051-EE106-3-RANGKAIAN LISTRIK I","INK","","405.1.04.133 - RUANG PTOIR",""
"7","Thursday","13:00","TE02-2","E5051-EE106-3-RANGKAIAN LISTRIK I","JKR","","405.1.04.132 - RUANG TE",""
"7","Thursday","13:50","TE02-2","E5051-EE106-3-RANGKAIAN LISTRIK I","JKR","","405.1.04.132 - RUANG TE",""
"7","Thursday","14:40","TE02-2","E5051-EE106-3-RANGKAIAN LISTRIK I","JKR","","405.1.04.132 - RUANG TE",""
"8","Wednesday","07:00","TE01-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","MMS+HSB","Praktikum","Lab-ELDAS",""
"8","Wednesday","07:50","TE01-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","MMS+HSB","Praktikum","Lab-ELDAS",""
"8","Wednesday","08:40","TE01-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","MMS+HSB","Praktikum","Lab-ELDAS",""
"8","Wednesday","09:30","TE01-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","MMS+HSB","Praktikum","Lab-ELDAS",""
"8","Wednesday","10:20","TE01-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","MMS+HSB","Praktikum","Lab-ELDAS",""
"9","Thursday","07:00","TE02-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","SSE+MMS","Praktikum","Lab-ELDAS",""
"9","Thursday","07:50","TE02-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","SSE+MMS","Praktikum","Lab-ELDAS",""
"9","Thursday","08:40","TE02-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","SSE+MMS","Praktikum","Lab-ELDAS",""
"9","Thursday","09:30","TE02-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","SSE+MMS","Praktikum","Lab-ELDAS",""
"9","Thursday","10:20","TE02-2","E5051-EE108-2-PRAKTIKUM DASAR KELISTRIKAN","SSE+MMS","Praktikum","Lab-ELDAS",""
"11","Thursday","09:30","TE01-4","E5051-EE202-2-MATERIAL ELEKTROTEKNIK","BMY+REP","","02.03.01 - RUANG PTOIR LAMA",""
"11","Thursday","10:20","TE01-4","E5051-EE202-2-MATERIAL ELEKTROTEKNIK","BMY+REP","","02.03.01 - RUANG PTOIR LAMA",""
"11","Thursday","11:10","TE01-4","E5051-EE202-2-MATERIAL ELEKTROTEKNIK","BMY+REP","","02.03.01 - RUANG PTOIR LAMA",""
"12","Tuesday","07:50","TE02-4","E5051-EE202-2-MATERIAL ELEKTROTEKNIK","BMY+TLH","","02.03.01 - RUANG PTOIR LAMA",""
"12","Tuesday","08:40","TE02-4","E5051-EE202-2-MATERIAL ELEKTROTEKNIK","BMY+TLH","","02.03.01 - RUANG PTOIR LAMA",""
"12","Tuesday","09:30","TE02-4","E5051-EE202-2-MATERIAL ELEKTROTEKNIK","BMY+TLH","","02.03.01 - RUANG PTOIR LAMA",""
"13","Tuesday","15:30","TE01-4","E5051-EE205-2-EKONOMI TEKNIK","BTM+BCH","","02.03.04 - RUANG TE LAMA",""
"13","Tuesday","16:20","TE01-4","E5051-EE205-2-EKONOMI TEKNIK","BTM+BCH","","02.03.04 - RUANG TE LAMA",""
"14","Monday","15:30","TE02-4","E5051-EE205-2-EKONOMI TEKNIK","BCH+BTM+AJI","","02.03.02 - RUANG PTE LAMA",""
"14","Monday","16:20","TE02-4","E5051-EE205-2-EKONOMI TEKNIK","BCH+BTM+AJI","","02.03.02 - RUANG PTE LAMA",""
"15","Monday","15:30","TE01-4","E5051-EE206-2-SINYAL DAN SISTEM","AIP","MBKM","02.03.04 - RUANG TE LAMA",""
"15","Monday","16:20","TE01-4","E5051-EE206-2-SINYAL DAN SISTEM","AIP","MBKM","02.03.04 - RUANG TE LAMA",""
"16","Wednesday","10:20","TE02-4","E5051-EE206-2-SINYAL DAN SISTEM","AIP","","02.03.01 - RUANG PTOIR LAMA",""
"16","Wednesday","11:10","TE02-4","E5051-EE206-2-SINYAL DAN SISTEM","AIP","","02.03.01 - RUANG PTOIR LAMA",""
"17","Tuesday","13:00","TE01-4","E5051-EE301-2-SISTEM MIKROPROSESOR","YYS+DDW","","02.03.04 - RUANG TE LAMA",""
"17","Tuesday","13:50","TE01-4","E5051-EE301-2-SISTEM MIKROPROSESOR","YYS+DDW","","02.03.04 - RUANG TE LAMA",""
"17","Tuesday","14:40","TE01-4","E5051-EE301-2-SISTEM MIKROPROSESOR","YYS+DDW","","02.03.04 - RUANG TE LAMA",""
"18","Monday","13:00","TE02-4","E5051-EE301-2-SISTEM MIKROPROSESOR","DDW+YYS","","02.03.04 - RUANG TE LAMA",""
"18","Monday","13:50","TE02-4","E5051-EE301-2-SISTEM MIKROPROSESOR","DDW+YYS","","02.03.04 - RUANG TE LAMA",""
"18","Monday","14:40","TE02-4","E5051-EE301-2-SISTEM MIKROPROSESOR","DDW+YYS","","02.03.04 - RUANG TE LAMA",""
"19","Wednesday","07:00","TE01-4","E5051-EE210-2-PROBABILITAS DAN STATISTIKA","WWP","","02.03.01 - RUANG PTOIR LAMA",""
"19","Wednesday","07:50","TE01-4","E5051-EE210-2-PROBABILITAS DAN STATISTIKA","WWP","","02.03.01 - RUANG PTOIR LAMA",""
"20","Monday","07:00","TE02-4","E5051-EE210-2-PROBABILITAS DAN STATISTIKA","WWP","","02.03.02 - RUANG PTE LAMA",""
"20","Monday","07:50","TE02-4","E5051-EE210-2-PROBABILITAS DAN STATISTIKA","WWP","","02.03.02 - RUANG PTE LAMA",""
