"Activity Id","Day","Hour","Students Sets","Subject","Teachers","Activity Tags","Room","Comments"
"66","Wednesday","08:40","TE-EK-7","E5051-EE519-3-JARINGAN AKSES NIRKABEL (P)","INK","","B1-07-SEM TELKOM",""
"66","Wednesday","09:30","TE-EK-7","E5051-EE519-3-JARINGAN AKSES NIRKABEL (P)","INK","","B1-07-SEM TELKOM",""
"67","Wednesday","13:00","TE-EK-7","E5051-EE523-2-SISTEM TELEMETRI (P)","AHS","","B1-131-KECIL",""
"67","Wednesday","13:50","TE-EK-7","E5051-EE523-2-SISTEM TELEMETRI (P)","AHS","","B1-131-KECIL",""
"68","Tuesday","13:50","TE-EK-7","E5051-EE535-2-VISI KOMPUTER (P)","DNK","","B1-03-TELKOM",""
"68","Tuesday","14:40","TE-EK-7","E5051-EE535-2-VISI KOMPUTER (P)","DNK","","B1-03-TELKOM",""
"69","Friday","07:00","TE-EK-7","E5051-EE537-2-SISTEM TERTANAM (P)","DDW","","B1-04-KOMP",""
"69","Friday","07:50","TE-EK-7","E5051-EE537-2-SISTEM TERTANAM (P)","DDW","","B1-04-KOMP",""
"70","Tuesday","10:20","PTEA-1","E0451-TK301-2-MATEMATIKA DASAR PTE","BMY","","B1-125-PTE",""
"70","Tuesday","11:10","PTEA-1","E0451-TK301-2-MATEMATIKA DASAR PTE","BMY","","B1-125-PTE",""
"71","Monday","10:20","PTEB-1","E0451-TK301-2-MATEMATIKA DASAR PTE","AIP","","B1-133-TE",""
"71","Monday","11:10","PTEB-1","E0451-TK301-2-MATEMATIKA DASAR PTE","AIP","","B1-133-TE",""
"72","Thursday","13:00","PTEA-1","E0451-EL111-3-FISIKA I","BMY","","B1-133-TE",""
"72","Thursday","13:50","PTEA-1","E0451-EL111-3-FISIKA I","BMY","","B1-133-TE",""
"72","Thursday","14:40","PTEA-1","E0451-EL111-3-FISIKA I","BMY","","B1-133-TE",""
"73","Monday","13:00","PTEB-1","E0451-EL111-3-FISIKA I","WWP","","B1-133-TE",""
"73","Monday","13:50","PTEB-1","E0451-EL111-3-FISIKA I","WWP","","B1-133-TE",""
"73","Monday","14:40","PTEB-1","E0451-EL111-3-FISIKA I","WWP","","B1-133-TE",""
"74","Wednesday","07:00","PTEA-1","E0451-EL112-2-BAHASA INGGRIS","IWR+NRL","","B1-133-TE",""
"74","Wednesday","07:50","PTEA-1","E0451-EL112-2-BAHASA INGGRIS","IWR+NRL","","B1-133-TE",""
"75","Wednesday","13:00","PTEB-1","E0451-EL112-2-BAHASA INGGRIS","IWR+NRL","","B1-134-PTOIR",""
"75","Wednesday","13:50","PTEB-1","E0451-EL112-2-BAHASA INGGRIS","IWR+NRL","","B1-134-PTOIR",""
"76","Tuesday","08:40","PTEA-1","E0451-EL113-2-GAMBAR TEKNIK ELEKTRO","ELM+HSB","","B1-125-PTE",""
"76","Tuesday","09:30","PTEA-1","E0451-EL113-2-GAMBAR TEKNIK ELEKTRO","ELM+HSB","","B1-125-PTE",""
"77","Wednesday","14:40","PTEA-1","E0451-EL113-2-GAMBAR TEKNIK ELEKTRO","HSB+ELM","","B1-125-PTE",""
"77","Wednesday","15:30","PTEA-1","E0451-EL113-2-GAMBAR TEKNIK ELEKTRO","HSB+ELM","","B1-125-PTE",""
"78","Tuesday","13:00","PTEA-1","E0451-EL114-3-DASAR KOMPUTER DAN PEMROGRAMAN","EAJ+DDW","","B1-04-KOMP",""
"78","Tuesday","13:50","PTEA-1","E0451-EL114-3-DASAR KOMPUTER DAN PEMROGRAMAN","EAJ+DDW","","B1-04-KOMP",""
"78","Tuesday","14:40","PTEA-1","E0451-EL114-3-DASAR KOMPUTER DAN PEMROGRAMAN","EAJ+DDW","","B1-04-KOMP",""
"79","Monday","07:00","PTEB-1","E0451-EL114-3-DASAR KOMPUTER DAN PEMROGRAMAN","EAJ+SSE","","B1-04-KOMP",""
"79","Monday","07:50","PTEB-1","E0451-EL114-3-DASAR KOMPUTER DAN PEMROGRAMAN","EAJ+SSE","","B1-04-KOMP",""
"79","Monday","08:40","PTEB-1","E0451-EL114-3-DASAR KOMPUTER DAN PEMROGRAMAN","EAJ+SSE","","B1-04-KOMP",""
"80","Wednesday","09:30","PTEA-1","E0451-EL115-2-DASAR TEKNOLOGI KOMUNIKASI DAN INFORMASI","AHS","","B1-04-KOMP",""
"80","Wednesday","10:20","PTEA-1","E0451-EL115-2-DASAR TEKNOLOGI KOMUNIKASI DAN INFORMASI","AHS","","B1-04-KOMP",""
"81","Tuesday","08:40","PTEB-1","E0451-EL115-2-DASAR TEKNOLOGI KOMUNIKASI DAN INFORMASI","AHS","","B1-04-KOMP",""
"81","Tuesday","09:30","PTEB-1","E0451-EL115-2-DASAR TEKNOLOGI KOMUNIKASI DAN INFORMASI","AHS","","B1-04-KOMP",""
"82","Wednesday","07:00","PTEA-3","E0451-EL232-3-MATEMATIKA TEKNIK II","AIP","","B1-125-PTE",""
"82","Wednesday","07:50","PTEA-3","E0451-EL232-3-MATEMATIKA TEKNIK II","AIP","","B1-125-PTE",""
"82","Wednesday","08:40","PTEA-3","E0451-EL232-3-MATEMATIKA TEKNIK II","AIP","","B1-125-PTE",""
"83","Wednesday","09:30","PTEB-3","E0451-EL232-3-MATEMATIKA TEKNIK II","WWP+REP","","B1-125-PTE",""
"83","Wednesday","10:20","PTEB-3","E0451-EL232-3-MATEMATIKA TEKNIK II","WWP+REP","","B1-125-PTE",""
"83","Wednesday","11:10","PTEB-3","E0451-EL232-3-MATEMATIKA TEKNIK II","WWP+REP","","B1-125-PTE",""
"84","Monday","14:40","PTEA-3","E0451-EL233-3-ELEKTRONIKA DASAR","INK","","B1-134-PTOIR",""
"84","Monday","15:30","PTEA-3","E0451-EL233-3-ELEKTRONIKA DASAR","INK","","B1-134-PTOIR",""
"84","Monday","16:20","PTEA-3","E0451-EL233-3-ELEKTRONIKA DASAR","INK","","B1-134-PTOIR",""
"85","Tuesday","14:40","PTEB-3","E0451-EL233-3-ELEKTRONIKA DASAR","INK","","B1-134-PTOIR",""
"85","Tuesday","15:30","PTEB-3","E0451-EL233-3-ELEKTRONIKA DASAR","INK","","B1-134-PTOIR",""
"85","Tuesday","16:20","PTEB-3","E0451-EL233-3-ELEKTRONIKA DASAR","INK","","B1-134-PTOIR",""
"86","Tuesday","08:40","PTEA-3","E0451-EL234-2-PROBABILITAS DAN STATISTIK","WWP","","B1-133-TE",""
"86","Tuesday","09:30","PTEA-3","E0451-EL234-2-PROBABILITAS DAN STATISTIK","WWP","","B1-133-TE",""
"87","Thursday","08:40","PTEB-3","E0451-EL234-2-PROBABILITAS DAN STATISTIK","WWP","","B1-125-PTE",""
"87","Thursday","09:30","PTEB-3","E0451-EL234-2-PROBABILITAS DAN STATISTIK","WWP","","B1-125-PTE",""
"88","Tuesday","13:00","PTEA-3","E0451-EL235-3-MEDAN ELEKTROMAGNETIK","JKR","","B1-133-TE",""
"88","Tuesday","13:50","PTEA-3","E0451-EL235-3-MEDAN ELEKTROMAGNETIK","JKR","","B1-133-TE",""
"88","Tuesday","14:40","PTEA-3","E0451-EL235-3-MEDAN ELEKTROMAGNETIK","JKR","","B1-133-TE",""
"89","Thursday","13:00","PTEB-3","E0451-EL235-3-MEDAN ELEKTROMAGNETIK","JKR","","B1-125-PTE",""
"89","Thursday","13:50","PTEB-3","E0451-EL235-3-MEDAN ELEKTROMAGNETIK","JKR","","B1-125-PTE",""
"89","Thursday","14:40","PTEB-3","E0451-EL235-3-MEDAN ELEKTROMAGNETIK","JKR","","B1-125-PTE",""
"90","Thursday","07:00","PTEA-3","E0451-EL236-2-PRAKTIKUM DASAR TEKNIK ELEKTRO","HSB+TSR","","B1-133-TE",""
